year,state,state_po,county,office,candidate,party,candidatevotes,mode
2020,NORTH CAROLINA,NC,PENDER,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,11723,TOTAL
2020,NORTH CAROLINA,NC,PENDER,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,21956,TOTAL
2020,NORTH CAROLINA,NC,PERQUIMANS,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2492,TOTAL
2020,NORTH CAROLINA,NC,PERQUIMANS,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4903,TOTAL
2020,NORTH CAROLINA,NC,PERSON,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8465,TOTAL
2020,NORTH CAROLINA,NC,PERSON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,13184,TOTAL
2020,NORTH CAROLINA,NC,PITT,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,47252,TOTAL
2020,NORTH CAROLINA,NC,PITT,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,38982,TOTAL
2020,NORTH CAROLINA,NC,POLK,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4518,TOTAL
2020,NORTH CAROLINA,NC,POLK,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7689,TOTAL
2020,NORTH CAROLINA,NC,RANDOLPH,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,15618,TOTAL
2020,NORTH CAROLINA,NC,RANDOLPH,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,56894,TOTAL
2020,NORTH CAROLINA,NC,RICHMOND,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8754,TOTAL
2020,NORTH CAROLINA,NC,RICHMOND,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11830,TOTAL
2020,NORTH CAROLINA,NC,ROBESON,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,19020,TOTAL
2020,NORTH CAROLINA,NC,ROBESON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,27806,TOTAL
2020,NORTH CAROLINA,NC,ROCKINGHAM,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,15992,TOTAL
2020,NORTH CAROLINA,NC,ROCKINGHAM,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,31301,TOTAL
2020,NORTH CAROLINA,NC,ROWAN,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,23114,TOTAL
2020,NORTH CAROLINA,NC,ROWAN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,49297,TOTAL
2020,NORTH CAROLINA,NC,RUTHERFORD,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9135,TOTAL
2020,NORTH CAROLINA,NC,RUTHERFORD,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,24891,TOTAL
2020,NORTH CAROLINA,NC,SAMPSON,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10966,TOTAL
2020,NORTH CAROLINA,NC,SAMPSON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,17411,TOTAL
2020,NORTH CAROLINA,NC,SCOTLAND,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7186,TOTAL
2020,NORTH CAROLINA,NC,SCOTLAND,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7473,TOTAL
2020,NORTH CAROLINA,NC,STANLY,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8129,TOTAL
2020,NORTH CAROLINA,NC,STANLY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,25458,TOTAL
2020,NORTH CAROLINA,NC,STOKES,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5286,TOTAL
2020,NORTH CAROLINA,NC,STOKES,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,20142,TOTAL
2020,NORTH CAROLINA,NC,SURRY,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8721,TOTAL
2020,NORTH CAROLINA,NC,SURRY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,27538,TOTAL
2020,NORTH CAROLINA,NC,SWAIN,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2780,TOTAL
2020,NORTH CAROLINA,NC,SWAIN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4161,TOTAL
2020,NORTH CAROLINA,NC,TRANSYLVANIA,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8444,TOTAL
2020,NORTH CAROLINA,NC,TRANSYLVANIA,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11636,TOTAL
2020,NORTH CAROLINA,NC,TYRRELL,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,758,TOTAL
2020,NORTH CAROLINA,NC,TYRRELL,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1044,TOTAL
2020,NORTH CAROLINA,NC,UNION,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,48725,TOTAL
2020,NORTH CAROLINA,NC,UNION,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,80382,TOTAL
2020,NORTH CAROLINA,NC,VANCE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,12431,TOTAL
2020,NORTH CAROLINA,NC,VANCE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,8391,TOTAL
2020,NORTH CAROLINA,NC,WAKE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,393336,TOTAL
2020,NORTH CAROLINA,NC,WAKE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,226197,TOTAL
2020,NORTH CAROLINA,NC,WARREN,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6400,TOTAL
2020,NORTH CAROLINA,NC,WARREN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3752,TOTAL
2020,NORTH CAROLINA,NC,WASHINGTON,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3396,TOTAL
2020,NORTH CAROLINA,NC,WASHINGTON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2781,TOTAL
2020,NORTH CAROLINA,NC,WATAUGA,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,17122,TOTAL
2020,NORTH CAROLINA,NC,WATAUGA,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,14451,TOTAL
2020,NORTH CAROLINA,NC,WAYNE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,24215,TOTAL
2020,NORTH CAROLINA,NC,WAYNE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,30709,TOTAL
2020,NORTH CAROLINA,NC,WILKES,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7511,TOTAL
2020,NORTH CAROLINA,NC,WILKES,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,27592,TOTAL
2020,NORTH CAROLINA,NC,WILSON,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,20754,TOTAL
2020,NORTH CAROLINA,NC,WILSON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,19581,TOTAL
2020,NORTH CAROLINA,NC,YADKIN,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3763,TOTAL
2020,NORTH CAROLINA,NC,YADKIN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,15933,TOTAL
2020,NORTH CAROLINA,NC,YANCEY,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3688,TOTAL
2020,NORTH CAROLINA,NC,YANCEY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7516,TOTAL
2024,NORTH CAROLINA,NC,ALAMANCE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,40624,TOTAL
2024,NORTH CAROLINA,NC,ALAMANCE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,47937,TOTAL
2024,NORTH CAROLINA,NC,ALEXANDER,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,4060,TOTAL
2024,NORTH CAROLINA,NC,ALEXANDER,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16404,TOTAL
2024,NORTH CAROLINA,NC,ALLEGHANY,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,1533,TOTAL
2024,NORTH CAROLINA,NC,ALLEGHANY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4900,TOTAL
2024,NORTH CAROLINA,NC,ANSON,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,5253,TOTAL
2024,NORTH CAROLINA,NC,ANSON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5525,TOTAL
2024,NORTH CAROLINA,NC,ASHE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,4431,TOTAL
2024,NORTH CAROLINA,NC,ASHE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11629,TOTAL
2024,NORTH CAROLINA,NC,AVERY,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,2220,TOTAL
2024,NORTH CAROLINA,NC,AVERY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7181,TOTAL
2024,NORTH CAROLINA,NC,BEAUFORT,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,9049,TOTAL
2024,NORTH CAROLINA,NC,BEAUFORT,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,17296,TOTAL
2024,NORTH CAROLINA,NC,BERTIE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,5279,TOTAL
2024,NORTH CAROLINA,NC,BERTIE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3840,TOTAL
2024,NORTH CAROLINA,NC,BLADEN,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,6620,TOTAL
2024,NORTH CAROLINA,NC,BLADEN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,10035,TOTAL
2024,NORTH CAROLINA,NC,BRUNSWICK,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,40557,TOTAL
2024,NORTH CAROLINA,NC,BRUNSWICK,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,67658,TOTAL
2024,NORTH CAROLINA,NC,BUNCOMBE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,98662,TOTAL
2024,NORTH CAROLINA,NC,BUNCOMBE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,59016,TOTAL
2024,NORTH CAROLINA,NC,BURKE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,13272,TOTAL
2024,NORTH CAROLINA,NC,BURKE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,32130,TOTAL
2024,NORTH CAROLINA,NC,CABARRUS,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,54494,TOTAL
2024,NORTH CAROLINA,NC,CABARRUS,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,63746,TOTAL
2024,NORTH CAROLINA,NC,CALDWELL,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,10146,TOTAL
2024,NORTH CAROLINA,NC,CALDWELL,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,33009,TOTAL
2024,NORTH CAROLINA,NC,CAMDEN,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,1522,TOTAL
2024,NORTH CAROLINA,NC,CAMDEN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4716,TOTAL
2024,NORTH CAROLINA,NC,CARTERET,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,12813,TOTAL
2024,NORTH CAROLINA,NC,CARTERET,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,32508,TOTAL
2024,NORTH CAROLINA,NC,CASWELL,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,4493,TOTAL
2024,NORTH CAROLINA,NC,CASWELL,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7445,TOTAL
2024,NORTH CAROLINA,NC,CATAWBA,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,26569,TOTAL
2024,NORTH CAROLINA,NC,CATAWBA,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,59577,TOTAL
2024,NORTH CAROLINA,NC,CHATHAM,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,29014,TOTAL
2024,NORTH CAROLINA,NC,CHATHAM,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,22507,TOTAL
2024,NORTH CAROLINA,NC,CHEROKEE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,3686,TOTAL
2024,NORTH CAROLINA,NC,CHEROKEE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,13883,TOTAL
2024,NORTH CAROLINA,NC,CHOWAN,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,2895,TOTAL
2024,NORTH CAROLINA,NC,CHOWAN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4587,TOTAL
2024,NORTH CAROLINA,NC,CLAY,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,1899,TOTAL
2024,NORTH CAROLINA,NC,CLAY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5761,TOTAL
2024,NORTH CAROLINA,NC,CLEVELAND,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,16603,TOTAL
2024,NORTH CAROLINA,NC,CLEVELAND,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,34654,TOTAL
2024,NORTH CAROLINA,NC,COLUMBUS,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,8648,TOTAL
2024,NORTH CAROLINA,NC,COLUMBUS,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,17592,TOTAL
2024,NORTH CAROLINA,NC,CRAVEN,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,22011,TOTAL
2024,NORTH CAROLINA,NC,CRAVEN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,33477,TOTAL
2024,NORTH CAROLINA,NC,CUMBERLAND,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,78631,TOTAL
2024,NORTH CAROLINA,NC,CUMBERLAND,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,59840,TOTAL
2024,NORTH CAROLINA,NC,CURRITUCK,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,4604,TOTAL
2024,NORTH CAROLINA,NC,CURRITUCK,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,13235,TOTAL
2024,NORTH CAROLINA,NC,DARE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,10074,TOTAL
2024,NORTH CAROLINA,NC,DARE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,14792,TOTAL
2024,NORTH CAROLINA,NC,DAVIDSON,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,24150,TOTAL
2024,NORTH CAROLINA,NC,DAVIDSON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,67959,TOTAL
2024,NORTH CAROLINA,NC,DAVIE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,6988,TOTAL
2024,NORTH CAROLINA,NC,DAVIE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,19398,TOTAL
2024,NORTH CAROLINA,NC,DUPLIN,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,8057,TOTAL
2024,NORTH CAROLINA,NC,DUPLIN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,14677,TOTAL
2024,NORTH CAROLINA,NC,DURHAM,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,144450,TOTAL
2024,NORTH CAROLINA,NC,DURHAM,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,32853,TOTAL
2024,NORTH CAROLINA,NC,EDGECOMBE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,14900,TOTAL
2024,NORTH CAROLINA,NC,EDGECOMBE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9355,TOTAL
2024,NORTH CAROLINA,NC,FORSYTH,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,114145,TOTAL
2024,NORTH CAROLINA,NC,FORSYTH,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,87292,TOTAL
2024,NORTH CAROLINA,NC,FRANKLIN,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,18167,TOTAL
2024,NORTH CAROLINA,NC,FRANKLIN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,23938,TOTAL
2024,NORTH CAROLINA,NC,GASTON,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,44062,TOTAL
2024,NORTH CAROLINA,NC,GASTON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,73828,TOTAL
2024,NORTH CAROLINA,NC,GATES,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,2268,TOTAL
2024,NORTH CAROLINA,NC,GATES,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3538,TOTAL
2024,NORTH CAROLINA,NC,GRAHAM,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,839,TOTAL
2024,NORTH CAROLINA,NC,GRAHAM,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3883,TOTAL
2024,NORTH CAROLINA,NC,GRANVILLE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,14365,TOTAL
2024,NORTH CAROLINA,NC,GRANVILLE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,17383,TOTAL
2024,NORTH CAROLINA,NC,GREENE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,3437,TOTAL
2024,NORTH CAROLINA,NC,GREENE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4965,TOTAL
2024,NORTH CAROLINA,NC,GUILFORD,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,171118,TOTAL
2024,NORTH CAROLINA,NC,GUILFORD,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,109077,TOTAL
2024,NORTH CAROLINA,NC,HALIFAX,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,14014,TOTAL
2024,NORTH CAROLINA,NC,HALIFAX,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9778,TOTAL
2024,NORTH CAROLINA,NC,HARNETT,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,23472,TOTAL
2024,NORTH CAROLINA,NC,HARNETT,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,39440,TOTAL
2024,NORTH CAROLINA,NC,HAYWOOD,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,13913,TOTAL
2024,NORTH CAROLINA,NC,HAYWOOD,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,23393,TOTAL
2024,NORTH CAROLINA,NC,HENDERSON,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,29361,TOTAL
2024,NORTH CAROLINA,NC,HENDERSON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,39497,TOTAL
2024,NORTH CAROLINA,NC,HERTFORD,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,6191,TOTAL
2024,NORTH CAROLINA,NC,HERTFORD,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3561,TOTAL
2024,NORTH CAROLINA,NC,HOKE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,11896,TOTAL
2024,NORTH CAROLINA,NC,HOKE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,10547,TOTAL
2024,NORTH CAROLINA,NC,HYDE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,931,TOTAL
2024,NORTH CAROLINA,NC,HYDE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1465,TOTAL
2024,NORTH CAROLINA,NC,IREDELL,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,36739,TOTAL
2024,NORTH CAROLINA,NC,IREDELL,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,72801,TOTAL
2024,NORTH CAROLINA,NC,JACKSON,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,9746,TOTAL
2024,NORTH CAROLINA,NC,JACKSON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11796,TOTAL
2024,NORTH CAROLINA,NC,JOHNSTON,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,48116,TOTAL
2024,NORTH CAROLINA,NC,JOHNSTON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,74878,TOTAL
2024,NORTH CAROLINA,NC,JONES,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,2007,TOTAL
2024,NORTH CAROLINA,NC,JONES,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3409,TOTAL
2024,NORTH CAROLINA,NC,LEE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,12245,TOTAL
2024,NORTH CAROLINA,NC,LEE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,17489,TOTAL
2024,NORTH CAROLINA,NC,LENOIR,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,12700,TOTAL
2024,NORTH CAROLINA,NC,LENOIR,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,14564,TOTAL
2024,NORTH CAROLINA,NC,LINCOLN,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,14842,TOTAL
2024,NORTH CAROLINA,NC,LINCOLN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,40183,TOTAL
2024,NORTH CAROLINA,NC,MCDOWELL,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,5911,TOTAL
2024,NORTH CAROLINA,NC,MCDOWELL,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,17520,TOTAL
2024,NORTH CAROLINA,NC,MACON,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,6675,TOTAL
2024,NORTH CAROLINA,NC,MACON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,14981,TOTAL
2024,NORTH CAROLINA,NC,MADISON,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,5090,TOTAL
2024,NORTH CAROLINA,NC,MADISON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,8275,TOTAL
2024,NORTH CAROLINA,NC,MARTIN,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,5360,TOTAL
2024,NORTH CAROLINA,NC,MARTIN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6601,TOTAL
2024,NORTH CAROLINA,NC,MECKLENBURG,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,376545,TOTAL
2024,NORTH CAROLINA,NC,MECKLENBURG,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,187770,TOTAL
2024,NORTH CAROLINA,NC,MITCHELL,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,1915,TOTAL
2024,NORTH CAROLINA,NC,MITCHELL,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6843,TOTAL
2024,NORTH CAROLINA,NC,MONTGOMERY,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,4055,TOTAL
2024,NORTH CAROLINA,NC,MONTGOMERY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9044,TOTAL
2024,NORTH CAROLINA,NC,MOORE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,21436,TOTAL
2024,NORTH CAROLINA,NC,MOORE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,39617,TOTAL
2024,NORTH CAROLINA,NC,NASH,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,25508,TOTAL
2024,NORTH CAROLINA,NC,NASH,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,26431,TOTAL
2024,NORTH CAROLINA,NC,NEW HANOVER,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,68814,TOTAL
2024,NORTH CAROLINA,NC,NEW HANOVER,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,67949,TOTAL
2024,NORTH CAROLINA,NC,NORTHAMPTON,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,5239,TOTAL
2024,NORTH CAROLINA,NC,NORTHAMPTON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3905,TOTAL
2024,NORTH CAROLINA,NC,ONSLOW,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,35684,TOTAL
2024,NORTH CAROLINA,NC,ONSLOW,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,54960,TOTAL
2024,NORTH CAROLINA,NC,ORANGE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,65444,TOTAL
2024,NORTH CAROLINA,NC,ORANGE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,20806,TOTAL
2024,NORTH CAROLINA,NC,PAMLICO,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,2676,TOTAL
2024,NORTH CAROLINA,NC,PAMLICO,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5229,TOTAL
2024,NORTH CAROLINA,NC,PASQUOTANK,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,9549,TOTAL
2024,NORTH CAROLINA,NC,PASQUOTANK,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,10537,TOTAL
2024,NORTH CAROLINA,NC,PENDER,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,12460,TOTAL
2024,NORTH CAROLINA,NC,PENDER,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,26042,TOTAL
2024,NORTH CAROLINA,NC,PERQUIMANS,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,2269,TOTAL
2024,NORTH CAROLINA,NC,PERQUIMANS,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5278,TOTAL
2024,NORTH CAROLINA,NC,PERSON,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,8295,TOTAL
2024,NORTH CAROLINA,NC,PERSON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,13509,TOTAL
2024,NORTH CAROLINA,NC,PITT,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,45595,TOTAL
2024,NORTH CAROLINA,NC,PITT,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,40403,TOTAL
2024,NORTH CAROLINA,NC,POLK,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,4827,TOTAL
2024,NORTH CAROLINA,NC,POLK,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,8107,TOTAL
2024,NORTH CAROLINA,NC,RANDOLPH,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,15951,TOTAL
2024,NORTH CAROLINA,NC,RANDOLPH,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,59357,TOTAL
2024,NORTH CAROLINA,NC,RICHMOND,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,7787,TOTAL
2024,NORTH CAROLINA,NC,RICHMOND,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11931,TOTAL
2024,NORTH CAROLINA,NC,ROBESON,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,16728,TOTAL
2024,NORTH CAROLINA,NC,ROBESON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,29647,TOTAL
2024,NORTH CAROLINA,NC,ROCKINGHAM,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,15676,TOTAL
2024,NORTH CAROLINA,NC,ROCKINGHAM,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,33447,TOTAL
2024,NORTH CAROLINA,NC,ROWAN,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,23788,TOTAL
2024,NORTH CAROLINA,NC,ROWAN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,50807,TOTAL
2024,NORTH CAROLINA,NC,RUTHERFORD,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,8914,TOTAL
2024,NORTH CAROLINA,NC,RUTHERFORD,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,25456,TOTAL
2024,NORTH CAROLINA,NC,SAMPSON,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,9797,TOTAL
